Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6095252309,"Census Tract 2523.09, Solano County, California",14451,766,11954,5038,2376,3453,2497,954,0,85,43
6095252401,"Census Tract 2524.01, Solano County, California",3911,493,2426,1378,580,189,1485,704,0,0,0
6095252402,"Census Tract 2524.02, Solano County, California",4733,430,3423,1529,938,818,1310,120,0,0,17
6095252501,"Census Tract 2525.01, Solano County, California",2938,441,1858,1164,301,261,1080,639,8,49,0
6095252502,"Census Tract 2525.02, Solano County, California",1922,295,1402,863,351,31,520,177,5,0,0
6095252604,"Census Tract 2526.04, Solano County, California",3711,640,2510,1076,957,187,1201,332,17,0,0
6095252605,"Census Tract 2526.05, Solano County, California",5716,542,3180,946,1364,626,2536,1080,34,0,39
6095252606,"Census Tract 2526.06, Solano County, California",4981,409,2735,1021,753,514,2246,790,7,0,0
6095252607,"Census Tract 2526.07, Solano County, California",3739,292,1982,890,646,119,1757,742,30,0,0
6095252608,"Census Tract 2526.08, Solano County, California",3525,410,2328,963,841,373,1197,206,0,0,0
6095252609,"Census Tract 2526.09, Solano County, California",6326,620,4204,1782,1528,339,2122,581,184,34,0
6095252702,"Census Tract 2527.02, Solano County, California",6400,477,4987,2338,840,1436,1413,670,0,18,64
6095252703,"Census Tract 2527.03, Solano County, California",3733,379,2896,805,1149,828,837,359,14,0,28
6095252704,"Census Tract 2527.04, Solano County, California",4444,411,3383,1212,976,850,1061,172,0,9,24
6095252705,"Census Tract 2527.05, Solano County, California",6660,507,4782,2104,1298,937,1878,268,112,6,0
6095252706,"Census Tract 2527.06, Solano County, California",3315,300,2429,958,502,754,886,406,26,0,0
6095252707,"Census Tract 2527.07, Solano County, California",4770,548,3783,2122,942,405,987,403,37,0,8
6095252800,"Census Tract 2528, Solano County, California",3784,491,3228,2374,390,176,556,335,6,0,32
6095252902,"Census Tract 2529.02, Solano County, California",10681,437,9266,7889,675,261,1415,786,0,10,0
6095252903,"Census Tract 2529.03, Solano County, California",4426,358,3591,3218,117,167,835,594,0,19,0
6095252904,"Census Tract 2529.04, Solano County, California",4015,399,3422,2991,147,241,593,213,0,0,0
6095252907,"Census Tract 2529.07, Solano County, California",14126,744,12251,8301,1365,1121,1875,968,0,12,0
6095252908,"Census Tract 2529.08, Solano County, California",3702,410,2882,2341,276,15,820,185,0,23,0
6095252909,"Census Tract 2529.09, Solano County, California",2883,199,2601,2256,172,54,282,266,0,0,0
6095252910,"Census Tract 2529.10, Solano County, California",5972,386,4786,3458,377,409,1186,695,0,0,39
6095253000,"Census Tract 2530, Solano County, California",6381,320,5024,1845,2622,159,1357,109,20,12,0
6095253101,"Census Tract 2531.01, Solano County, California",5150,457,4349,3362,158,384,801,268,0,0,0
6095253105,"Census Tract 2531.05, Solano County, California",5876,587,4313,3033,561,244,1563,163,128,0,0
6095253106,"Census Tract 2531.06, Solano County, California",3031,267,2568,1994,50,320,463,274,0,0,0
6095253107,"Census Tract 2531.07, Solano County, California",5557,453,4028,2807,649,174,1529,679,0,60,8
6095253108,"Census Tract 2531.08, Solano County, California",6108,524,4795,2829,1301,226,1313,235,13,34,0
6095253201,"Census Tract 2532.01, Solano County, California",5038,350,4223,4043,116,10,815,593,8,0,0
6095253202,"Census Tract 2532.02, Solano County, California",12842,695,10460,8222,543,836,2382,1112,0,0,60
6095253203,"Census Tract 2532.03, Solano County, California",3677,258,2696,2287,67,72,981,421,65,14,0
6095253300,"Census Tract 2533, Solano County, California",2435,273,1526,1381,43,39,909,355,0,0,0
6095253401,"Census Tract 2534.01, Solano County, California",10535,416,6389,5306,275,371,4146,2175,62,27,0
6095253402,"Census Tract 2534.02, Solano County, California",6717,404,3172,2575,381,113,3545,1710,29,18,0
6095253500,"Census Tract 2535, Solano County, California",8334,358,7015,5987,364,317,1319,667,0,0,0
6097150100,"Census Tract 1501, Sonoma County, California",2892,384,2710,2567,0,39,182,176,0,0,0
6097150201,"Census Tract 1502.01, Sonoma County, California",8043,408,7186,6656,49,348,857,554,0,0,0
6097150202,"Census Tract 1502.02, Sonoma County, California",4430,358,3978,3710,0,34,452,165,0,0,24
6097150302,"Census Tract 1503.02, Sonoma County, California",8511,820,5059,4621,60,97,3452,2805,0,0,0
6097150303,"Census Tract 1503.03, Sonoma County, California",4254,281,3891,3607,0,154,363,306,0,0,0
6097150304,"Census Tract 1503.04, Sonoma County, California",5552,701,3827,3438,33,158,1725,622,0,0,0
6097150500,"Census Tract 1505, Sonoma County, California",6158,883,5569,5045,53,83,589,457,0,22,17
6097150601,"Census Tract 1506.01, Sonoma County, California",3658,310,2530,1906,170,287,1128,851,0,0,0
6097150602,"Census Tract 1506.02, Sonoma County, California",4241,341,3354,2951,75,111,887,383,0,0,0
6097150603,"Census Tract 1506.03, Sonoma County, California",7468,462,5272,4522,175,303,2196,822,0,0,0
6097150605,"Census Tract 1506.05, Sonoma County, California",13750,862,10326,8960,107,931,3424,1735,0,0,0
6097150606,"Census Tract 1506.06, Sonoma County, California",7844,525,6446,5669,44,513,1398,876,0,0,0
6097150701,"Census Tract 1507.01, Sonoma County, California",4370,427,3607,3224,74,75,763,654,0,9,9
6097150702,"Census Tract 1507.02, Sonoma County, California",4243,266,4112,3887,0,198,131,92,0,0,11
6097150800,"Census Tract 1508, Sonoma County, California",4552,364,4130,4010,0,70,422,320,0,0,0
6097150901,"Census Tract 1509.01, Sonoma County, California",4323,346,3302,3012,81,39,1021,580,0,0,0
6097150902,"Census Tract 1509.02, Sonoma County, California",3104,219,2689,2530,11,85,415,182,11,0,0
6097151000,"Census Tract 1510, Sonoma County, California",3470,297,3031,2939,19,20,439,196,0,56,0
6097151100,"Census Tract 1511, Sonoma County, California",4522,439,4060,3710,81,124,462,340,8,0,4
6097151201,"Census Tract 1512.01, Sonoma County, California",6234,497,5285,5075,16,37,949,639,0,0,22
6097151203,"Census Tract 1512.03, Sonoma County, California",4980,338,4189,3590,108,368,791,488,0,42,0
6097151204,"Census Tract 1512.04, Sonoma County, California",3788,304,3365,3089,3,174,423,219,0,0,0
6097151301,"Census Tract 1513.01, Sonoma County, California",5204,630,3339,2925,30,228,1865,496,0,78,0
6097151305,"Census Tract 1513.05, Sonoma County, California",5368,346,3887,2814,522,186,1481,826,26,14,0
6097151306,"Census Tract 1513.06, Sonoma County, California",3541,341,3009,2745,23,187,532,254,6,0,0
6097151307,"Census Tract 1513.07, Sonoma County, California",5118,416,4163,3477,132,378,955,760,0,0,0
6097151308,"Census Tract 1513.08, Sonoma County, California",4712,302,4035,3508,51,375,677,323,0,0,0
6097151309,"Census Tract 1513.09, Sonoma County, California",4735,403,4183,3645,47,292,552,136,0,0,0
6097151310,"Census Tract 1513.10, Sonoma County, California",4796,419,3752,3038,37,499,1044,771,0,14,14
6097151311,"Census Tract 1513.11, Sonoma County, California",6339,398,5607,4782,117,493,732,283,0,16,0
6097151401,"Census Tract 1514.01, Sonoma County, California",5890,650,3253,2267,370,328,2637,1579,64,0,7
6097151402,"Census Tract 1514.02, Sonoma County, California",9065,803,4732,3782,291,309,4333,1614,0,24,38
6097151502,"Census Tract 1515.02, Sonoma County, California",7082,597,6283,5544,75,437,799,357,0,0,0
6097151503,"Census Tract 1515.03, Sonoma County, California",3467,156,3396,3212,0,163,71,43,0,0,0
6097151504,"Census Tract 1515.04, Sonoma County, California",3180,294,2796,2552,71,58,384,241,0,0,0
6097151600,"Census Tract 1516, Sonoma County, California",6040,436,5875,5587,55,85,165,165,0,0,0
6097151700,"Census Tract 1517, Sonoma County, California",6294,562,5164,4787,115,92,1130,879,0,21,0
6097151800,"Census Tract 1518, Sonoma County, California",4789,388,4435,3676,18,321,354,202,0,14,22
6097151900,"Census Tract 1519, Sonoma County, California",2640,435,2096,1811,157,49,544,372,0,0,0
6097152000,"Census Tract 1520, Sonoma County, California",2005,530,1657,1468,4,81,348,203,0,58,0
6097152100,"Census Tract 1521, Sonoma County, California",2470,268,2075,1512,65,110,395,292,0,0,0
6097152201,"Census Tract 1522.01, Sonoma County, California",3569,420,2809,2381,58,104,760,213,0,0,0
6097152202,"Census Tract 1522.02, Sonoma County, California",7169,673,5270,5138,25,52,1899,1040,0,15,0
6097152203,"Census Tract 1522.03, Sonoma County, California",3588,244,3203,3082,6,115,385,354,0,0,0
6097152300,"Census Tract 1523, Sonoma County, California",4030,198,3929,3736,53,25,101,77,0,0,0
6097152400,"Census Tract 1524, Sonoma County, California",9393,514,8851,7740,184,600,542,458,0,18,0
6097152501,"Census Tract 1525.01, Sonoma County, California",4609,660,4089,3428,201,274,520,320,58,21,0
6097152502,"Census Tract 1525.02, Sonoma County, California",3734,259,2924,2618,12,198,810,390,99,15,0
6097152600,"Census Tract 1526, Sonoma County, California",8220,423,7508,6687,98,458,712,446,0,0,0
6097152701,"Census Tract 1527.01, Sonoma County, California",4564,298,3984,3627,43,266,580,570,0,0,0
6097152702,"Census Tract 1527.02, Sonoma County, California",5446,463,4223,3876,61,179,1223,603,0,19,0
6097152801,"Census Tract 1528.01, Sonoma County, California",5005,449,3754,3174,66,342,1251,570,0,0,0
